Company Name,Financial Year,PSU/Non-PSU,CSR State,CSR Development Sector,CSR Sub Development Sector,Project Amount Spent (In INR Cr.)
LIC HOUSING FINANCE LTD,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.553645
LIC HOUSING FINANCE LTD,FY 2022-23,Non-PSU,Tripura,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3808375
LIC HOUSING FINANCE LTD,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.784544
LIC HOUSING FINANCE LTD,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
JSW STEEL LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",5.1518623
EICHER MOTORS LIMITED,FY 2022-23,Non-PSU,Ladakh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.128862
GUJARAT ENERGY TRANSMISSION CORPORATION LIMITED,FY 2022-23,PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8302586
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2390846
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0309765
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.1217759
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2167019
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0233752
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1365434
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.728248
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.7522428
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6307229
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1972254
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1351367
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0157725
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0830962
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.061128
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.165065
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0526429
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0643906
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0989916
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1966783
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.039659
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0218434
NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0058338
THE SINGARENI COLLIERIES COMPANY LIMITED,FY 2022-23,PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE SINGARENI COLLIERIES COMPANY LIMITED,FY 2022-23,PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE SINGARENI COLLIERIES COMPANY LIMITED,FY 2022-23,PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.177
ITC LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",18.363072892
BRAHMAPUTRA CRACKER AND POLYMER LIMITED,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25
BRAHMAPUTRA CRACKER AND POLYMER LIMITED,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2264
BRAHMAPUTRA CRACKER AND POLYMER LIMITED,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
BRAHMAPUTRA CRACKER AND POLYMER LIMITED,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
BRAHMAPUTRA CRACKER AND POLYMER LIMITED,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
BSES RAJDHANI POWER LIMITED,FY 2022-23,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2249986
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Kerala,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0784
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.075
THE FEDERAL BANK LTD,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.020994
CONTAINER CORPORATION OF INDIA LIMITED,FY 2022-23,PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.7509
CONTAINER CORPORATION OF INDIA LIMITED,FY 2022-23,PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4024
DLF CYBER CITY DEVELOPERS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.36552
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.32578
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.200672097
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0038671
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0092168
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0161725
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.189782287
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.148745675
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0962620939999999
CENTRAL COALFIELDS LIMITED,FY 2022-23,PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.065749216
MRF LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06105
MRF LIMITED,FY 2022-23,Non-PSU,Goa,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0667608
MRF LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1293798
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4069065
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,FY 2022-23,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.230614
THE NEW INDIA ASSURANCE COMPANY LIMITED,FY 2022-23,PSU,Tripura,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2080547
BHUSHAN POWER & STEEL LIMITED,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
KARNATAKA STATE MINERALS CORPORATION LIMITED,FY 2022-23,PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.625
SUPER CASSETTES INDUSTRIES PRIVATE LIMITED,FY 2022-23,Non-PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.075
CHETTINAD CEMENT CORPORATION PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
DIVI'S LABORATORIES LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1978656
COROMANDEL INTERNATIONAL LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0625224
FARMSON PHARMACEUTICAL GUJARAT PRIVATE LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.014396
NLC TAMIL NADU POWER LIMITED,FY 2022-23,PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NLC TAMIL NADU POWER LIMITED,FY 2022-23,PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NLC TAMIL NADU POWER LIMITED,FY 2022-23,PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
VACMET INDIA LIMITED,FY 2022-23,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0031
BASF INDIA LIMITED,FY 2022-23,NON-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
BASF INDIA LIMITED,FY 2022-23,NON-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
BASF INDIA LIMITED,FY 2022-23,NON-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.505
MAZAGON DOCK SHIPBUILDERS LIMITED,FY 2022-23,PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.087
THE KARUR VYSYA BANK LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
THE KARUR VYSYA BANK LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015
THE KARUR VYSYA BANK LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.295
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.162723
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0468584
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0060711
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2198577
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0424716
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0045813
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1474326
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0386544
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0264855
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0030913
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0162861
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0119805
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0323512
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0103175
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01262
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0077728
NSE INVESTMENTS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0042811
GEMINI EDIBLES & FATS INDIA LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1195
MANALI PETROCHEMICALS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.304230387
MAGARPATTA TOWNSHIP DEVELOPMENT AND CONSTRUCTION COMPANY LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0243326
HINDUSTAN UNILEVER LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",4.6069725
NEWSPACE INDIA LIMITED,FY 2022-23,PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.225
HYOSUNG INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.041015
BHARTIYA RAIL BIJLEE COMPANY LIMITED,FY 2022-23,PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",3.432702744
GAIL GAS LIMITED,FY 2022-23,PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.13264
ORIENT CEMENT LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02625
ORIENT CEMENT LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0464626
JINDAL SAW LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",6.4055445
JINDAL SAW LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0105372
VST INDUSTRIES LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.958
HOOGHLY INFRASTRUCTURE PRIVATE LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
HOOGHLY INFRASTRUCTURE PRIVATE LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.504
CITY UNION BANK LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1856446
ANTHEM BIOSCIENCES PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
VIRBAC ANIMAL HEALTH INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0249
RAILTEL CORPORATION OF INDIA LIMITED,FY 2022-23,PSU,Tripura,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04216
S & S FOUNDATIONS PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
KUTCH RAILWAY COMPANY LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NORTH EASTERN ELECTRIC POWER CORPN LTD,FY 2022-23,PSU,Arunachal Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0435942
NORTH EASTERN ELECTRIC POWER CORPN LTD,FY 2022-23,PSU,Arunachal Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0435942
NORTH EASTERN ELECTRIC POWER CORPN LTD,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0046849
NORTH EASTERN ELECTRIC POWER CORPN LTD,FY 2022-23,PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0019686
TAMILNADU PETROPRODUCTS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4943
VIDRES INDIA CERAMICS PRIVATE LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.026
VIDRES INDIA CERAMICS PRIVATE LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2497
VICTURA TECHNOLOGIES PRIVATE LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05082
INTERTEK INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0077
GUJARAT AMBUJA EXPORTS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.049856
SIS LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
INDIANOIL ADANI VENTURES LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
INDIANOIL ADANI VENTURES LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
VINATI ORGANICS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.039766
SOUTH-WEST MINING LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0057
ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3424
ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0556
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1568158
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0451573
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0058507
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2118763
