Company Name,Financial Year,PSU/Non-PSU,CSR State,CSR Development Sector,CSR Sub Development Sector,Project Amount Spent (In INR Cr.)
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6187348
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6901935
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0430443
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01829
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1446138
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.010382
THE RAMCO CEMENTS LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3258746
RHI MAGNESITA INDIA LIMITED,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0174
FCI ARAVALI GYPSUM AND MINERALS INDIA LIMITED,FY 2020-21,PSU,Rajasthan,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0132196
Eastman Auto & Power Limited,FY 2020-21,Non-PSU,Haryana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.043929
RUNGTA MINES LIMITED,FY 2020-21,Non-PSU,Jharkhand,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0916
RUNGTA MINES LIMITED,FY 2020-21,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.605
EMUGE - FRANKEN INDIA PRIVATE LIMITED   ,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
KARNATAKA STATE POLICE HOUSING ANDINFRASTRUCTURE DEVELOPMENT CORPORATIONLIMITED ,FY 2020-21,PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.023482
GVPR ENGINEERS LIMITED,FY 2020-21,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0075
UTILITY POWERTECH LIMITED   ,FY 2020-21,Non-PSU,PAN India,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0323
V-ENSURE PHARMA TECHNOLOGIES PRIVATELIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
CLASSIC MARBLE COMPANY PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0025
CLASSIC MARBLE COMPANY PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0025
EXIDE INDUSTRIES LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25
WILO MATHER AND PLATT PUMPS PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0147
DAR CREDIT & CAPITAL LTD   ,FY 2020-21,Non-PSU,Rajasthan,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002
IMERYS NEWQUEST (INDIA) PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.148685
PRAKASH INDUSTRIES LIMITED,FY 2020-21,Non-PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.5965
ATRIA CONVERGENCE TECHNOLOGIES LIMITED   ,FY 2020-21,Non-PSU,PAN India,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.064
ANDHRA ORGANICS LIMITED,FY 2020-21,Non-PSU,Telangana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.053
RUNGTA SONS PVT LTD,FY 2020-21,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1783
SUNSHIELD CHEMICALS LIMITED   ,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.025
THE SOUTH INDIAN BANK LIMITED   ,FY 2020-21,Non-PSU,Kerala,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003
CMS INFO SYSTEMS LIMITED   ,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.283
INDIAN OIL CORPORATION LIMITED   ,FY 2020-21,PSU,PAN India,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",5.58
MARK EXHAUST SYSTEMS LIMITED,FY 2020-21,Non-PSU,Delhi,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0188
ORBINOX INDIA PRIVATE LIMITED   ,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0030267
SUDHAKAR PVC PRODUCTS PRIVATE LIMITED,FY 2020-21,Non-PSU,Telangana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0070026
RECKITT BENCKISER (INDIA) PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.0272
STAHL INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0146595
S.P.Y. AGRO INDUSTRIES LIMITED   ,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
PODARAN FOODS INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
MARUTI CLEAN COAL AND POWER LIMITED,FY 2020-21,Non-PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Alpine Polyrub Private Limited,FY 2020-21,Non-PSU,Delhi,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NICDC LOGISTICS DATA SERVICES LIMITED   ,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
SCON PROJECTS PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
BANGALORE INTERNATIONAL AIRPORT LIMITED   ,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.39
OM TELECOM LOGISTICS PRIVATE LIMITED,FY 2020-21,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
S G S INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.117
MADHUCON PROJECTS LIMITED,FY 2020-21,Non-PSU,Telangana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
SANGHI BROTHERS (INDORE) PVT LTD,FY 2020-21,Non-PSU,Madhya Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Narsingh Ispat Limited,FY 2020-21,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
VEDANTA LIMITED,FY 2020-21,Non-PSU,Rajasthan,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.32
VEDANTA LIMITED,FY 2020-21,Non-PSU,Rajasthan,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.74
NORTHERN COALFIELDS LIMITED,FY 2020-21,PSU,Uttar Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
TAKRAF INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.145
CAE SIMULATION TRAINING PRIVATE LIMITED,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Nesco Limited,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0248729
Nesco Limited,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.040996
MYSORE INTERCONTINENTAL HOTELS PRIVATELIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1152
INDIAN OIL CORPORATION LIMITED   ,FY 2020-21,PSU,PAN India,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.45
ACCUDYNE INDUSTRIES INDIA PRIVATELIMITED  ,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
DATWYLER PHARMA PACKAGING INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.36
S K BIKES PRIVATE LIMITED,FY 2020-21,Non-PSU,Punjab,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00665
DATWYLER PHARMA PACKAGING INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.051
MAHARASHTRA STATE POWER GENERATIONCOMPANY LIMITED  ,FY 2020-21,PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
MAHARASHTRA STATE POWER GENERATIONCOMPANY LIMITED  ,FY 2020-21,PSU,Chandigarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
MAHARASHTRA STATE POWER GENERATIONCOMPANY LIMITED  ,FY 2020-21,PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
MAHARASHTRA STATE POWER GENERATIONCOMPANY LIMITED  ,FY 2020-21,PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
GUJARAT ALKALIES AND CHEMICALS LIMITED   ,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.629
AVADH SUGAR & ENERGY LIMITED,FY 2020-21,Non-PSU,Uttar Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0049
AVADH SUGAR & ENERGY LIMITED,FY 2020-21,Non-PSU,Uttar Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0013
AVADH SUGAR & ENERGY LIMITED,FY 2020-21,Non-PSU,Uttar Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0024
MIVIN ENGG. TECHNOLOGIES PRIVATE LIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
L&T HYDROCARBON ENGINEERING LIMITED,FY 2020-21,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
NORTHERN COALFIELDS LIMITED,FY 2020-21,PSU,Madhya Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
NORTHERN COALFIELDS LIMITED,FY 2020-21,PSU,Madhya Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
ANSA DECOGLASS PRIVATE LIMITED   ,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.018762
CLARIANT CHEMICALS (INDIA) LIMITED,FY 2020-21,Non-PSU,Madhya Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003
UNITED STATES PHARMACOPEIA - INDIAPRIVATE LIMITED  ,FY 2020-21,Non-PSU,Telangana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
UNITED STATES PHARMACOPEIA - INDIAPRIVATE LIMITED  ,FY 2020-21,Non-PSU,Telangana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0033172
SCHMETZ INDIA PRIVATE LIMITED   ,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.185550315
HALDIA ENERGY LIMITED   ,FY 2020-21,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8
Imerys Minerals (India) Private Limited,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08058
NUMALIGARH REFINERY LTD   ,FY 2020-21,PSU,Assam,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.13
FUSION MICRO FINANCE PRIVATE LIMITED   ,FY 2020-21,Non-PSU,Uttar Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0087104
BHARAT ALUMINIUM CO LTD   ,FY 2020-21,Non-PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6
NSE CLEARING LIMITED,FY 2020-21,Non-PSU,Rajasthan,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
NSE CLEARING LIMITED,FY 2020-21,Non-PSU,Madhya Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.44
INTERNATIONAL TRACTORS LIMITED,FY 2020-21,Non-PSU,Delhi,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0317
INTERNATIONAL TRACTORS LIMITED,FY 2020-21,Non-PSU,Punjab,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0048
AVNET INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.010735
AVNET INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.012573
AVNET INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04347
QUAKER CHEMICAL INDIA PRIVATE LIMITED,FY 2020-21,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
IFFCO KISAN SANCHAR LIMITED,FY 2020-21,Non-PSU,PAN India,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0135
SEMBCORP ENERGY INDIA LIMITED,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.245
K I C METALIKS LIMITED   ,FY 2020-21,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.031
ACB (INDIA) LIMITED,FY 2020-21,Non-PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0024
PTC ENERGY LIMITED   ,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1338
LUX INDUSTRIES LIMITED   ,FY 2020-21,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1237
Kennametal India Limited,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
EENADU TELEVISION PRIVATE LIMITED,FY 2020-21,Non-PSU,Telangana,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
CLARIANT CHEMICALS (INDIA) LIMITED,FY 2020-21,Non-PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0246
Resinova Chemie Limited,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.117
NLC INDIA LIMITED   ,FY 2020-21,PSU,Tamil Nadu,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.23
D.N.H. SPINNERS PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015166
THE NAINITAL BANK LIMITED,FY 2020-21,Non-PSU,Uttarakhand,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0052
HINDCON CHEMICALS LIMITED,FY 2020-21,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0005
GUJARAT CHEMICAL PORT LIMITED   ,FY 2020-21,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
BESPOKE IT SOLUTIONS PRIVATE LIMITED,FY 2020-21,Non-PSU,Karnataka,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0746069
PRASOL CHEMICALS PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0348
ZUARI CEMENT LIMITED   ,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.6451
THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,FY 2020-21,PSU,Odisha,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0244
SATYAM BALAJEE RICE INDUSTRIES PRIVATE LIMITED,FY 2020-21,Non-PSU,Chhattisgarh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.029661
VENKATA NARAYANA ACTIVE INGREDIENTSPRIVATE LIMITED  ,FY 2020-21,Non-PSU,Andhra Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.023
AAK KAMANI PRIVATE LIMITED,FY 2020-21,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
